1,0,26115.913368,-326507.667593,300391.754380,184.255084,-1677.752857,1493.497774
2,1000,157519.814959,-361865.104798,204345.289946,845.303619,-1838.206621,992.903002
3,2000,266798.308762,-346412.037157,79613.728516,1387.647975,-1740.501584,352.853609
4,3000,338613.645351,-282337.659863,-56275.985342,1735.099962,-1398.272040,-336.827922
5,4000,362880.248846,-178568.847424,-184311.401331,1838.824298,-859.631440,-979.192858
6,5000,336171.716102,-49698.772717,-286472.943329,1684.261469,-200.318873,-1483.942595
7,6000,262240.900651,86117.297938,-348358.198575,1293.157276,487.080942,-1780.238217
8,7000,151486.882865,209823.948187,-361310.831075,720.444633,1106.129967,-1826.574600
9,8000,19465.780132,304071.954729,-323537.734936,46.522131,1569.883262,-1616.405392
10,9000,-115293.888018,355645.155347,-240351.267451,-633.970553,1813.112614,-1179.142061
11,10000,-233872.711421,357252.773674,-123380.062359,-1225.427741,1801.633053,-576.205312
12,11000,-319601.671094,308662.567574,10939.103410,-1644.761958,1537.138182,107.623776
13,12000,-360432.392703,216726.510208,143705.882385,-1833.104937,1056.829766,776.275171
14,13000,-350640.170168,94376.473605,256263.696507,-1764.029609,428.090642,1335.938967
15,14000,-291612.423089,-41221.471603,332833.894681,-1447.216733,-260.838574,1708.055307
16,15000,-191633.493149,-171065.086210,362698.579381,-927.132738,-913.147872,1840.280610
17,16000,-64730.250783,-276886.970940,341617.221791,-276.834122,-1437.146571,1713.980693
18,17000,71269.960964,-343796.328034,272526.367182,412.315106,-1759.271019,1346.955913
19,18000,197253.587023,-362404.994511,165151.407618,1043.530567,-1834.364295,790.833728
20,19000,295525.925569,-330134.052884,34608.127436,1528.192695,-1651.865236,123.672542
21,20000,352297.701592,-251520.629688,-100777.071796,1798.235809,-1237.324627,-560.911182
22,21000,359598.869039,-137565.032723,-222033.836224,1815.703007,-648.954097,-1166.748909
23,22000,316391.617006,-4267.995193,-312123.621777,1578.129579,30.532384,-1608.661962
24,23000,228739.202403,129622.958352,-358362.160770,1118.908971,705.673827,-1824.582798
25,24000,108962.088570,245284.095840,-354246.184452,502.555503,1281.721028,-1784.276530
26,25000,-26108.617833,326497.606034,-300388.988291,-184.387220,1677.813768,-1493.426548
27,26000,-157511.184655,361880.517069,-204369.332535,-845.462359,1838.265586,-992.803227
28,27000,-266801.201321,346439.141788,-79637.940590,-1387.808554,1740.481720,-352.673166
29,28000,-338623.508871,282320.318418,56303.190342,-1735.229023,1398.236761,336.992262
